group,names,scores,logfoldchanges,pvals,pvals_adj
Cluster 7,LMO2,3.5502906,1.6910326,0.0003848062427773,0.0013569285553745
Cluster 7,CHIT1,3.548566,5.437575,0.0003873347153297,0.0013650449432914
Cluster 7,SPAG7,3.544774,0.494524,0.0003929498425842,0.0013832140852605
Cluster 7,TGOLN2,3.5432649,0.34170726,0.0003952055151773,0.001390341163661
Cluster 7,JAZF1,3.5384376,1.4626036,0.0004025025760686,0.0014149097758707
Cluster 7,LEF1,3.5357168,0.7575789,0.0004066702635975,0.0014281702878345
Cluster 7,NFKB1,3.5344918,0.7366478,0.000408560040698,0.0014345279437927
Cluster 7,MDM2,3.525635,0.53058463,0.0004224688105702,0.0014810603341639
Cluster 7,SIGLEC7,3.5217226,4.0296125,0.0004287526860232,0.0015019235701663
Cluster 7,KDM2B,3.5171847,1.0522486,0.0004361502378663,0.0015266526449681
Cluster 7,CLIP4,3.5114863,1.7170855,0.0004456084767983,0.0015579473134606
Cluster 7,CTBS,3.5095866,0.7559466,0.0004488041292895,0.0015679057780441
Cluster 7,TXNL4A,3.5017242,0.37818977,0.0004622576374531,0.0016114765284033
Cluster 7,ACTR1A,3.5004528,0.68988293,0.0004644685496667,0.0016188714668755
Cluster 7,HERC5,3.497813,2.0880694,0.0004690899758156,0.001633717798125
Cluster 7,EGR3,3.493409,1.6212252,0.000476895439266,0.0016602617779575
Cluster 7,ANKFY1,3.486092,0.59305817,0.0004901323483962,0.0017040450418443
Cluster 7,GUCY1A1,3.471116,0.8363704,0.0005182999608281,0.0017974766069973
Cluster 7,ANGPTL4,3.4699802,2.2499325,0.0005204967568894,0.0018037095444079
Cluster 7,TDO2,3.4693985,2.0049968,0.0005216249278028,0.0018072722460214
Cluster 7,RNF166,3.4625952,1.2770569,0.0005349927683183,0.0018521662979855
Cluster 7,DZIP1,3.4619515,1.3112761,0.0005362738271812,0.0018554262189122
Cluster 7,EVC,3.459736,1.2382873,0.0005407050232599,0.001869433526714
Cluster 7,RUFY1,3.4571655,0.59838134,0.0005458896032957,0.0018866362595819
Cluster 7,ELK4,3.4560783,0.50724757,0.000548096135479,0.0018938997348796
Cluster 7,TMTC1,3.4386487,1.1569079,0.000584625445687,0.002013573583486
Cluster 7,RASGRP2,3.435718,1.9023081,0.0005909854567114,0.0020343147878945
Cluster 7,TRAPPC10,3.426045,0.6234862,0.0006124390719414,0.0021045527613927
Cluster 7,IGFBP6,3.4228446,1.2753891,0.0006196947660354,0.0021283812795232
Cluster 7,PLCL2,3.4199736,1.9037949,0.0006262719907341,0.0021492245550507
Cluster 7,LTBP4,3.413534,0.3956574,0.0006412614732176,0.0021988070796049
Cluster 7,CXCL12,3.409042,0.7320641,0.0006519144660223,0.0022321333764564
Cluster 7,VAC14,3.4089715,0.6308181,0.000652082534405,0.0022322855746513
Cluster 7,MOSPD2,3.4061935,0.8754379,0.0006587544482904,0.0022538438475235
Cluster 7,PLK3,3.4059956,0.8089502,0.0006592324949973,0.0022550521679603
Cluster 7,SLC2A5,3.4056187,2.8872843,0.000660142989369,0.0022574923372986
Cluster 7,FAM53B,3.4053714,0.7859146,0.0006607411145455,0.0022589290129615
Cluster 7,VPS37A,3.4039125,0.8870536,0.0006642803769501,0.0022705991003153
Cluster 7,IFIT1,3.4034467,1.7437452,0.0006654140472956,0.0022740436915339
Cluster 7,MAGEH1,3.3999658,1.0945902,0.0006739429210308,0.0023023195739643
Cluster 7,FES,3.3976817,1.5627742,0.0006795943874736,0.002320309217054
Cluster 7,NIN,3.3864515,0.6411472,0.0007080279597678,0.002414649461282
Cluster 7,PER1,3.3759382,1.2495136,0.0007356447292942,0.0025026888699311
Cluster 7,VASN,3.375788,1.7050767,0.0007360460933132,0.0025035826620927
Cluster 7,SH3TC1,3.368392,2.1613648,0.0007560801275713,0.0025688231314551
Cluster 7,WDFY3,3.3671432,0.781889,0.0007595126798823,0.0025790297053997
Cluster 7,MAP3K8,3.363753,0.70809656,0.0007689029299049,0.002608463105058
Cluster 7,RIN3,3.354979,0.6939684,0.0007937099015831,0.0026870666296942
Cluster 7,ATG4C,3.353102,0.96020925,0.0007991126218475,0.0027048501828158
Cluster 7,PMAIP1,3.347915,0.9697634,0.0008142198232483,0.0027523739363945
Cluster 7,PDE5A,3.3469605,0.5380465,0.0008170285785223,0.0027608349683674
Cluster 7,SCLT1,3.3449452,1.0524552,0.000822988637091,0.0027804544075939
Cluster 7,WDFY2,3.343283,1.1042348,0.0008279343002313,0.0027961169989859
Cluster 7,TICAM2,3.3373716,2.2259135,0.0008457475852996,0.0028498805552044
Cluster 7,TENT5A,3.3359983,1.0527995,0.0008499369854186,0.0028634630751287
Cluster 7,FLVCR2,3.335511,3.0433023,0.0008514279482729,0.0028678094394525
Cluster 7,TCF21,3.3305879,1.3259766,0.0008666279300935,0.0029148011103796
Cluster 7,RGCC,3.327861,0.75280565,0.0008751548451787,0.0029418365960978
Cluster 7,FOXN3,3.3253195,0.6261872,0.0008831725728813,0.0029682356823172
Cluster 7,GLIPR2,3.3242197,1.9401857,0.0008866628963537,0.002979411719828
Cluster 7,MCUB,3.3214037,1.0070623,0.0008956584831139,0.003007959994062
Cluster 7,FLI1,3.3210177,1.9206836,0.0008968981320304,0.0030115631216449
Cluster 7,MS4A14,3.3206267,3.4215596,0.0008981555137534,0.0030152244408551
Cluster 7,HAS2,3.3187125,1.8161054,0.000904334599181,0.0030348400282497
Cluster 7,UAP1L1,3.316899,1.5896331,0.0009102249025353,0.0030534722812525
Cluster 7,MAP3K2,3.3031225,0.5448325,0.0009561457574668,0.0031974222385807
Cluster 7,PLOD1,3.3027942,0.58108145,0.0009572663578145,0.0031999844297325
Cluster 7,TMEM131L,3.3010411,1.3175892,0.0009632679675267,0.0032188550994815
Cluster 7,ZNF438,3.298102,1.7210193,0.0009734084217365,0.0032503345561608
Cluster 7,KLF9,3.2979388,0.94759625,0.0009739733409386,0.0032516196322185
Cluster 7,SH2D2A,3.2932518,1.5831026,0.0009903578070391,0.0033014364555128
Cluster 7,WDFY1,3.2889328,0.489632,0.001005680556099,0.0033500423320489
Cluster 7,SH3RF3,3.2887514,1.627852,0.0010063288243967,0.0033515835320833
Cluster 7,SERPINE2,3.287897,0.54437715,0.0010093871592917,0.003361149423288
Cluster 7,MYOF,3.2860548,0.36203027,0.0010160120001142,0.0033813388680543
Cluster 7,TLR8,3.282714,3.7598639,0.0010281297046995,0.0034191466312087
Cluster 7,SERPINB8,3.2758014,1.5105608,0.0010536259281014,0.0034981388140569
Cluster 7,ARAP2,3.275167,1.412513,0.0010559949840994,0.0035047155711941
Cluster 7,EGR2,3.2694576,1.8483171,0.0010775386880388,0.0035749023752718
Cluster 7,FAM89A,3.2690377,1.6511827,0.0010791393158591,0.0035788976613012
Cluster 7,FCHO2,3.2657824,1.3071954,0.0010916207384547,0.0036176339319171
Cluster 7,NLRP3,3.2581651,3.0688713,0.0011213510674401,0.003710032534964
Cluster 7,USF1,3.255526,0.6283945,0.0011318252379136,0.0037378383588596
Cluster 7,ZSWIM6,3.2531233,0.8396246,0.0011414392686036,0.0037675215339873
Cluster 7,FAM102B,3.2467241,0.53369606,0.0011674144658451,0.0038483334107759
Cluster 7,SLAMF6,3.2443976,1.9407035,0.0011769928327666,0.0038784920755658
Cluster 7,USP32,3.243044,0.50174564,0.0011825998254517,0.0038948363392316
Cluster 7,FPR2,3.2428021,2.5378432,0.001183604103322,0.0038974330594072
Cluster 7,SHFL,3.2384953,0.8629605,0.0012016193017092,0.0039524301184456
Cluster 7,MAN1C1,3.2325127,1.4998099,0.001227066886608,0.0040324611170826
Cluster 7,MARCH2,3.2319405,1.0768335,0.0012295263527782,0.0040398083840009
Cluster 7,LOXL3,3.2259476,2.625713,0.0012555629357594,0.0041231051998443
Cluster 7,DGKA,3.225032,0.67879975,0.0012595850995401,0.0041353094062821
Cluster 7,PARP12,3.2238777,0.7074066,0.0012646741458418,0.0041500064920247
Cluster 7,NRBP1,3.2215483,0.40062457,0.0012749995876646,0.0041816096175169
Cluster 7,ARNTL,3.2197626,1.5755674,0.0012829684690533,0.004204690492589
Cluster 7,DISC1,3.2135992,1.9399581,0.0013108251772658,0.0042928692511908
Cluster 7,NFIL3,3.2123585,0.5648426,0.0013164996498442,0.0043091083336753
Cluster 7,MEFV,3.2117386,2.9097424,0.0013193440767972,0.0043168536580548
Cluster 7,FOXP1,3.2024605,0.62501657,0.0013625895815421,0.0044518984373962
Cluster 7,IL15RA,3.2008164,1.3841667,0.0013703885121567,0.0044765694197768
Cluster 7,DAAM2,3.1971054,1.4311578,0.0013881422452228,0.0045312857310617
Cluster 7,SORBS3,3.1948218,0.53056276,0.0013991717754846,0.004564813716658
Cluster 7,ATXN1,3.1923292,0.6136455,0.0014113035315517,0.0046018994533696
Cluster 7,ORAI2,3.1892407,0.8196961,0.0014264706339163,0.0046463215561438
Cluster 7,ITGA9,3.179214,0.6420345,0.0014767506148313,0.0048014336698998
Cluster 7,ST3GAL2,3.1723228,0.6731964,0.001512247949551,0.0049053661708267
Cluster 7,HHEX,3.1645818,1.8918175,0.0015530602441619,0.005027816760322
Cluster 7,PYHIN1,3.1635556,2.147873,0.0015585461793316,0.0050437682627903
Cluster 7,ANKRD12,3.162012,0.6773159,0.0015668300397626,0.0050672270945595
Cluster 7,PBXIP1,3.1618195,0.8577395,0.0015678672002273,0.0050693904926955
Cluster 7,HS3ST3B1,3.1564908,2.7859457,0.0015967991616347,0.0051554764519763
Cluster 7,IFITM10,3.1564193,3.3516393,0.0015971908193199,0.0051554764519763
Cluster 7,SLFN12L,3.1541593,1.9236711,0.0016096122008458,0.0051941345823577
Cluster 7,ADAMTS4,3.1538928,1.2056866,0.0016110824283065,0.0051979500608111
Cluster 7,TRPM2,3.1523833,1.1959379,0.001619435407529,0.005223033504047
Cluster 7,S1PR4,3.1520143,2.1993575,0.0016214830015102,0.0052287035787986
Cluster 7,TANC2,3.149848,1.4129751,0.0016335543060975,0.0052666887447795
Cluster 7,KMO,3.1494484,3.3927937,0.0016357897112432,0.0052720133153007
Cluster 7,RABEP1,3.1487699,0.7137883,0.0016395929687295,0.005283327949557
Cluster 7,CD300E,3.1484382,3.825012,0.0016414547094699,0.0052874400898336
Cluster 7,PROCR,3.145432,0.9611285,0.0016584176406062,0.0053354188052853
Cluster 7,RASGRP3,3.1429815,1.6880318,0.001672363309442,0.0053762895916468
Cluster 7,NFAM1,3.14083,3.3333044,0.0016846976189646,0.0054122521976984
Cluster 7,DCK,3.134066,0.94853765,0.0017240202139042,0.0055346412484769
Cluster 7,ZNF366,3.132044,2.4192452,0.0017359387020191,0.0055719127410349
Cluster 7,LRCH4,3.1271913,0.58470154,0.0017648499181374,0.0056596803093103
Cluster 7,RHOBTB3,3.1237829,1.2523284,0.00178542086942,0.0057226002946373
Cluster 7,CHL1,3.1224751,2.1025038,0.0017933725613736,0.0057450278008313
Cluster 7,ZC3H12D,3.117791,2.336639,0.0018221205700393,0.005831948467524
Cluster 7,SMARCD3,3.1147046,1.499745,0.0018412927397032,0.0058880935529593
Cluster 7,DDR2,3.1118076,0.48698097,0.001859457264564,0.005943022882035
Cluster 7,POU2F2,3.107011,1.9226769,0.0018898936576259,0.0060349601537418
Cluster 7,IRF9,3.1052039,0.53329396,0.0019014793560188,0.0060708829934563
Cluster 7,MREG,3.104225,1.2409999,0.0019077820099157,0.0060888525159171
Cluster 7,IKBKE,3.0820317,0.9450986,0.0020559289703789,0.0065340728219555
Cluster 7,CLMP,3.0818582,0.68482834,0.0020571285104255,0.0065366226713467
Cluster 7,MAP3K12,3.081423,1.4170831,0.0020601371844818,0.0065420931162725
Cluster 7,CCL19,3.0813997,2.025914,0.002060299233151,0.0065420931162725
Cluster 7,TMEM167A,3.075896,0.4004138,0.0020987094744989,0.0066558650668249
Cluster 7,PLA2G2D,3.074006,3.7527637,0.0021120517683242,0.0066970027800525
Cluster 7,TNFAIP8L2,3.0731738,3.6076903,0.0021179509203572,0.0067133504861875
Cluster 7,PIP5K1C,3.072051,0.6716968,0.0021259338132583,0.0067339261181932
Cluster 7,GIMAP2,3.070141,1.6783975,0.0021395772237982,0.0067754456355814
Cluster 7,AP2A2,3.0665472,0.65125966,0.0021654669855995,0.0068483367471028
Cluster 7,MAP2K1,3.0614269,0.7015173,0.002202847492045,0.0069616765858155
Cluster 7,NRROS,3.0515034,2.8389325,0.0022769841368748,0.0071783833002245
Cluster 7,FCGR2B,3.0511937,3.1825929,0.0022793350061101,0.0071845403282139
Cluster 7,DUSP22,3.0500898,0.65836924,0.00228773002225,0.0072084852105724
Cluster 7,ZNF267,3.03631,0.6480784,0.002394930277633,0.0075278765802433
Cluster 7,PGAM1,3.0329611,0.576591,0.0024216679208765,0.0076092708048004
Cluster 7,DENND4B,3.020369,0.8326515,0.0025246687296416,0.0079191363418217
Cluster 7,SEPTIN5,3.0195475,1.2321359,0.0025315261385244,0.0079392669346083
Cluster 7,MFAP2,3.0137665,0.4353115,0.0025802624103443,0.0080850908564979
Cluster 7,CSRNP1,3.007172,0.67249405,0.0026369048226279,0.0082525523894306
Cluster 7,SKAP1,3.0058334,2.1459439,0.0026485397764907,0.0082875292469017
Cluster 7,PALM2-AKAP2,3.0051332,0.3831127,0.0026546451164733,0.0083051943023693
Cluster 7,FHL1,3.000596,0.73349017,0.0026945169266606,0.0084226392005605
Cluster 7,ADAMTS12,2.9979136,0.7990777,0.0027183478844884,0.0084897086079178
Cluster 7,RP2,2.994822,0.62722725,0.0027460510267696,0.0085688939763963
Cluster 7,CAMTA2,2.9937468,0.7335097,0.0027557449375713,0.0085950826519179
Cluster 7,AIM2,2.9922612,2.3534822,0.0027691918742046,0.0086351350137088
Cluster 7,AGTRAP,2.9876814,0.6694868,0.0028110232578299,0.0087519755154986
Cluster 7,RAB7B,2.9876168,2.9055603,0.0028116180517129,0.0087523183550823
Cluster 7,SYNRG,2.9814103,0.544016,0.0028692406708444,0.0089178568044938
Cluster 7,IL18R1,2.9801393,2.3075814,0.0028811742358673,0.0089487864381307
Cluster 7,ITGB5,2.9777548,0.31433395,0.0029036816504747,0.0090171424323769
Cluster 7,ERAP1,2.9760683,0.7418456,0.0029196996329722,0.0090622096892768
Cluster 7,NLGN2,2.975969,1.0375913,0.0029206426126072,0.0090635786730472
Cluster 7,AP2A1,2.9755187,0.5021762,0.0029249346815928,0.0090753385704818
Cluster 7,ARL8A,2.9752545,0.5120496,0.0029274558853714,0.0090816008208276
Cluster 7,ZNF521,2.969243,0.9507524,0.0029853431574481,0.0092500560633491
Cluster 7,ARRDC2,2.9673207,1.0551988,0.0030040738016378,0.009301708626539
Cluster 7,HOMER3,2.9666493,0.9606064,0.0030106420035334,0.0093204480198536
Cluster 7,C1QTNF6,2.9660242,1.121209,0.0030167684125818,0.0093378135060683
Cluster 7,HPS5,2.960195,0.9758192,0.0030744421591457,0.0095065541968926
Cluster 7,ACAP2,2.955035,0.56323457,0.0031263364206209,0.0096570959773474
Cluster 7,DNAJC1,2.9502294,0.73469234,0.0031753802790129,0.0097968592308929
Cluster 7,TBC1D1,2.9295607,1.31844,0.0033944155608377,0.0104405307779948
Cluster 7,VAMP3,2.9287837,0.40680024,0.0034029116378945,0.0104613173914026
Cluster 7,WASF2,2.9271173,0.39677083,0.0034211971901309,0.0105103740829168
Cluster 7,NXF1,2.9244401,0.5359942,0.0034507641986199,0.0105958000167792
Cluster 7,SNX8,2.923088,0.7354133,0.0034657855431871,0.0106401148144974
Cluster 7,RIPOR2,2.9188046,2.3959439,0.0035137636305464,0.0107819105591177
Cluster 7,CTLA4,2.9176252,3.069591,0.003527080138765,0.0108209332561703
Cluster 7,CPA3,2.9157856,2.1591568,0.0035479424998306,0.0108830891221236
Cluster 7,YPEL3,2.9145384,0.5641004,0.0035621500246609,0.0109192505763585
Cluster 7,SFXN3,2.9120805,0.7059342,0.0035903007819166,0.0110036747318144
Cluster 7,GRK6,2.910299,0.85623264,0.0036108293517172,0.0110647134622961
Cluster 7,SPECC1,2.9069269,0.6324741,0.0036499863081324,0.0111771159491701
Cluster 7,CCDC69,2.9054768,0.7946288,0.0036669397349966,0.0112252242303049
Cluster 7,SVEP1,2.905106,1.3255471,0.0036712855941688,0.011236622925339
Cluster 7,TRAFD1,2.898472,0.74624527,0.003749857727372,0.0114635061521727
Cluster 7,RUFY3,2.8928907,0.7437082,0.0038171398852502,0.0116475011909174
Cluster 7,WDR41,2.8922913,0.60954535,0.0038244322808617,0.0116638402512754
Cluster 7,MAN2B2,2.8898227,0.7957085,0.003854591583412,0.0117478843566674
Cluster 7,ATP6V0D1,2.8889425,0.38459632,0.0038653981991784,0.0117768450617114
Cluster 7,CEP170,2.8888698,1.4132631,0.00386629247524,0.0117775825772411
Cluster 7,LRMDA,2.887835,1.9137418,0.0038790337836679,0.0118124101290851
Cluster 7,GALNT10,2.8871512,0.45038605,0.0038874740169493,0.0118361163038392
Cluster 7,PODN,2.8844583,0.5522098,0.003920876764946,0.0119358045551913
Cluster 7,KCNMA1,2.8830462,0.7032454,0.0039384963261856,0.0119874206401921
Cluster 7,CPPED1,2.8804646,0.74568063,0.0039708957254729,0.0120799250354766
Cluster 7,SH2D3C,2.8774788,1.4276739,0.0040086676647069,0.0121845683705231
Cluster 7,AGAP2,2.8658533,1.775097,0.0041588698690311,0.0126156344859673
Cluster 7,SMARCA1,2.8639612,1.2546526,0.0041837917041459,0.012676327280783
Cluster 7,NDUFV2,2.8615587,0.3203795,0.0042156331449918,0.0127706598443654
Cluster 7,NIBAN1,2.86103,1.9413999,0.0042226689067271,0.0127876832328824
Cluster 7,A4GALT,2.8577886,1.2664185,0.0042660452431256,0.0129082179960394
Cluster 7,ELL,2.8575428,0.8652638,0.0042693503993508,0.0129138910404486
Cluster 7,SGIP1,2.8568954,1.7630417,0.0042780683698962,0.0129359274319467
Cluster 7,CRIP2,2.8547082,0.7992783,0.0043076375140927,0.0130122646753908
Cluster 7,UNC93B1,2.8496466,0.6349506,0.0043767830413646,0.0132034661144274
Cluster 7,RAB20,2.847707,0.8807672,0.004403543319138,0.0132775396989472
Cluster 7,ZCCHC2,2.83572,1.1114802,0.0045722517665485,0.0137701338226039
Cluster 7,ABHD3,2.833878,0.68791085,0.0045986868746017,0.0138451296401398
Cluster 7,GUSB,2.8306847,0.76635987,0.0046448507114338,0.0139794523578455
Cluster 7,RAB42,2.8296924,3.3929129,0.0046592790400698,0.0140182040829024
Cluster 7,SS18,2.8268077,0.4800581,0.0047014536940028,0.0141309671781463
Cluster 7,HLX,2.8236754,1.875173,0.004747645385927,0.0142650549715591
Cluster 7,RTN4,2.8157694,0.30975375,0.0048660578872226,0.014606262188741
Cluster 7,PCED1B,2.815311,1.9142289,0.0048730059969717,0.0146246871020966
Cluster 7,PHF11,2.8116276,0.6228466,0.0049291525052258,0.0147858199234831
Cluster 7,CXCL11,2.8104184,2.2582777,0.0049477131288435,0.0148291790341337
Cluster 7,AFF4,2.8080559,0.34306425,0.0049841593052931,0.0149309802148281
Cluster 7,DHX58,2.8020077,1.4774806,0.0050785646801966,0.0151986610863426
Cluster 7,ITM2A,2.7992685,1.3828171,0.0051218538688134,0.0153155219677154
Cluster 7,KREMEN1,2.7988367,1.0546632,0.0051287048879177,0.0153334690175527
Cluster 7,PI4KA,2.7969205,0.5317689,0.0051592236317636,0.0154196061473663
Cluster 7,PTPRS,2.795853,1.2688715,0.0051762972516861,0.0154629571167821
Cluster 7,TNFRSF11B,2.7949133,1.7273003,0.0051913631612024,0.0155053979432671
Cluster 7,RCN3,2.78348,0.5082898,0.0053779186582161,0.0160096365199583
Cluster 7,HGF,2.7803395,2.0626774,0.0054302111654712,0.0161599791077916
Cluster 7,MOXD1,2.778867,0.98687786,0.0054548870840286,0.0162253913627721
Cluster 7,GNA15,2.7744002,1.0500565,0.0055303607538114,0.0164309401928803
Cluster 7,ZC3HAV1,2.7692382,0.44897768,0.0056187552131619,0.0166716203810843
Cluster 7,CARD9,2.7673898,3.634287,0.0056507145734706,0.0167581875131765
Cluster 7,IFIT5,2.7662175,1.0215467,0.0056710717078569,0.016815798505826
Cluster 7,C5AR2,2.7661335,3.2278605,0.0056725306226792,0.0168173629920114
Cluster 7,MATK,2.7639875,2.6031077,0.0057099728887483,0.0169144833374371
Cluster 7,CAMK1,2.7634394,1.1032138,0.0057195702532596,0.0169401344322393
Cluster 7,ARHGAP23,2.76116,0.63446856,0.0057596474783603,0.0170476502481938
Cluster 7,DRAM2,2.7602835,0.5417252,0.0057751210403225,0.017087847902039
Cluster 7,SYTL3,2.76011,2.1473277,0.0057781904661218,0.017091328982347
Cluster 7,SNAP29,2.7579045,0.48958525,0.0058173198789246,0.0171958033022787
Cluster 7,ITGB1,2.7569475,0.33520904,0.0058343706041261,0.0172433820571701
Cluster 7,GZMK,2.755037,2.1219087,0.0058685478030425,0.0173387166602326
Cluster 7,ARHGEF25,2.7526653,0.61341256,0.005911229511238,0.0174562522508481
Cluster 7,B3GNT2,2.7514565,0.5577023,0.0059330877703179,0.0175179363892087
Cluster 7,GIT2,2.7457047,1.2058845,0.0060381080961679,0.0178018213878532
Cluster 7,SLC39A6,2.7362518,0.5869979,0.0062143448283725,0.0182975116436901
Cluster 7,ATP2A3,2.7302063,0.45465705,0.0063294715718736,0.018627379016443
Cluster 7,GRAP2,2.7269576,2.3474205,0.0063921254989022,0.0187964504574462
Cluster 7,LSAMP,2.7217555,1.2233539,0.0064936177173581,0.0190793603547108
Cluster 7,TNFRSF25,2.7168396,0.7573931,0.0065908549773044,0.0193461734688173
Cluster 7,LILRB4,2.7139108,4.3380218,0.0066494058725189,0.0195116950350906
Cluster 7,NLRC5,2.713791,0.41872787,0.0066518146752028,0.0195155921047623
Cluster 7,CCM2,2.713618,0.40459147,0.0066552830175437,0.0195225959601698
Cluster 7,PPP1R12A,2.7133596,0.39170817,0.0066604768372927,0.0195346582309293
Cluster 7,DMTF1,2.711094,0.5275254,0.0067061642641211,0.0196495074284439
Cluster 7,NXPE3,2.7089984,1.0387374,0.0067486639091461,0.0197612085084094
Cluster 7,DPYSL3,2.7083542,0.31765884,0.0067617794557567,0.0197931939393832
Cluster 7,ALPL,2.7062306,1.900956,0.0068051744739406,0.0199111860054886
Cluster 7,IL1RAP,2.705872,1.1642957,0.0068125267112779,0.0199288202417394
Cluster 7,OSBPL11,2.7019727,0.7450601,0.0068929393817609,0.0201509955246622
Cluster 7,WNT2B,2.6886575,1.3720139,0.0071739967515944,0.0209285998934238
Cluster 7,SNCA,2.6869662,1.769995,0.0072104238593572,0.0210280739748502
Cluster 7,SHOC2,2.6868505,0.46177912,0.0072129202298955,0.0210319576152841
Cluster 7,HSD17B2,2.685706,1.4317498,0.0072376780435533,0.0210939299726415
Cluster 7,CAMK1D,2.6831539,1.2715663,0.0072931428360796,0.02124247999374
Cluster 7,SLC5A3,2.683144,0.6445217,0.0072933534146189,0.02124247999374
Cluster 7,P2RX7,2.6737297,3.05897,0.0075012917589672,0.0218094230532008
Cluster 7,DDX58,2.670071,0.8216654,0.0075835238845533,0.0220378619741331
Cluster 7,TLE4,2.6692967,1.0725269,0.0076010256484777,0.022085168328272
Cluster 7,AGPAT4,2.6671715,1.5421361,0.0076492657078887,0.0222038965042686
Cluster 7,ARHGAP24,2.6650724,1.2067901,0.007697171625236,0.0223285984270702
Cluster 7,POLR2A,2.6640065,0.4010052,0.0077216076045317,0.0223958866242585
Cluster 7,TANGO2,2.6637175,0.90655077,0.0077282438676339,0.022409086479074
Cluster 7,STARD8,2.662556,2.155353,0.0077549695175447,0.0224782085951562
Cluster 7,CMTM6,2.6615345,0.3094075,0.0077785340626067,0.022532044931433
Cluster 7,P3H1,2.6594493,1.0809917,0.007826847628943,0.0226647232975389
Cluster 7,VPS26C,2.6559603,0.7836566,0.0079082916963887,0.0228712254089345
Cluster 7,GAK,2.655867,0.35248658,0.0079104765023801,0.0228738806533196
Cluster 7,LMCD1,2.650836,0.788633,0.0080292818472273,0.0231914222004528
Cluster 7,RSU1,2.6482449,0.47067022,0.0080910897478033,0.0233587367970955
Cluster 7,C6orf62,2.6438658,0.37728372,0.0081965125166689,0.0236479666122395
Cluster 7,VAMP2,2.6431935,0.5661617,0.0082128093466774,0.0236911998693772
Cluster 7,RAB3IL1,2.6431308,1.0435684,0.0082143285779925,0.023691797709853
Cluster 7,APBA2,2.641988,2.2508533,0.0082420957300186,0.0237567062558142
Cluster 7,TBC1D9,2.6400666,1.5370724,0.0082889712692273,0.0238803834045479
Cluster 7,DCTN6,2.635849,0.76881975,0.0083927057613937,0.024167673519255
Cluster 7,SOX6,2.6354797,1.904805,0.0084018477414487,0.0241901413448789
Cluster 7,ERO1B,2.6354117,1.4871365,0.0084035300971362,0.0241911280876911
Cluster 7,FUOM,2.6291249,0.8891886,0.0085604931433329,0.0246037538090572
Cluster 7,SCUBE1,2.6276784,2.2767644,0.008596975559026,0.0247046761051705
Cluster 7,LDB2,2.6273127,0.86079377,0.0086062245404016,0.0247155220659306
Cluster 7,CD8A,2.6266596,1.9024879,0.008622755646325,0.0247590589062392
Cluster 7,GPR141,2.6261463,3.3140686,0.0086357674855598,0.0247924784187981
Cluster 7,CHD3,2.6249409,0.37602118,0.0086664015170229,0.0248764709258306
Cluster 7,ATP6V0C,2.6205456,0.6836559,0.0087789185473557,0.0251794331525016
Cluster 7,LACTB,2.6195998,1.2069689,0.0088033020638159,0.0252413510111763
Cluster 7,DIP2A,2.615496,0.6629542,0.0089098008939277,0.0255102559921589
Cluster 7,ZNF516,2.6146846,0.9914133,0.0089309905458072,0.0255668717939422
Cluster 7,LPAR3,2.6123333,3.050555,0.0089926565121338,0.0257393233945338
Cluster 7,USB1,2.6109416,0.51268053,0.0090293312751278,0.0258320127006113
Cluster 7,AP3B1,2.6058867,0.49894863,0.0091636751195249,0.0261914601627701
Cluster 7,STIM2,2.5988166,0.6824812,0.0093545735593924,0.0267045762396438
Cluster 7,IL1R2,2.5961246,1.6028612,0.0094281845499861,0.0269048920043693
Cluster 7,PDE1B,2.5950284,2.411255,0.0094583095553673,0.0269865940829235
Cluster 7,MMP25,2.5837555,2.9701457,0.0097731058337122,0.0278232295672673
Cluster 7,CEP85L,2.5829952,1.557221,0.0097946714664391,0.0278670517316776
Cluster 7,CCDC88B,2.580709,0.85270226,0.0098597633559771,0.0280389931783048
Cluster 7,MCC,2.5803785,1.3999146,0.0098692079408066,0.0280594986226371
Cluster 7,CFD,2.5802937,1.209597,0.0098716355493196,0.0280594986226371
Cluster 7,TMEM127,2.577244,0.6317166,0.0099591612822947,0.0282949236053616
Cluster 7,TMEM71,2.573315,2.0347056,0.0100729481129065,0.0285822276905823
Cluster 7,FRY,2.56894,1.3791853,0.0102010113058336,0.0289228861926117
Cluster 7,RGS14,2.562013,1.6430672,0.0104067471580231,0.029473814331804
Cluster 7,HERPUD1,2.5609,0.3546565,0.0104401411609722,0.0295637555409811
Cluster 7,HOXB2,2.5593996,1.3324339,0.0104853142206311,0.029677712256451
Cluster 7,NEK7,2.553929,0.34768015,0.010651494867919,0.0301056024925469
Cluster 7,DTX1,2.5537117,2.4906635,0.0106581467263265,0.0301196891367769
Cluster 7,DICER1,2.5526028,0.47080922,0.0106921380321587,0.0302062935833422
Cluster 7,GNPTAB,2.5457475,0.8971806,0.0109044037961963,0.0307242508584356
Cluster 7,PDCD1LG2,2.5445948,3.1562316,0.0109404630330016,0.0308114287975583
Cluster 7,CCL22,2.5433128,3.952321,0.0109806898169623,0.030910256697538
Cluster 7,GPR68,2.5411873,1.5212287,0.0110476729594618,0.031093964822625
Cluster 7,PLCL1,2.5392463,1.6004733,0.011109161119091,0.0312426773849161
Cluster 7,ID4,2.5340855,0.5728,0.0112741242772132,0.0316720809268693
